Unnamed: 0,SWC_5,SWC_10,SWC_20,SWC_50,T_5,T_10,T_20,T_50,Flag,Ppt
2014-11-11 15:00:00,0.34,0.257,0.174,0.093,17.05,16.32,15.69,17.08,0,10.92
2014-11-11 16:00:00,0.357,0.27,0.182,0.098,18.2,17.14,16.48,18.07,0,0.0
2014-11-11 17:00:00,0.357,0.272,0.183,0.098,18.22,17.32,16.61,18.26,0,0.0
2014-11-11 18:00:00,0.355,0.273,0.183,0.097,17.97,17.42,16.78,18.39,0,0.76
2014-11-11 19:00:00,0.342,0.272,0.184,0.098,16.57,17.12,16.91,18.49,0,0.0
2014-11-11 20:00:00,0.341,0.272,0.184,0.098,15.18,16.41,16.96,18.55,0,0.0
2014-11-11 21:00:00,0.339,0.272,0.184,0.098,14.09,15.65,16.87,18.6,0,0.0
2014-11-11 22:00:00,0.338,0.271,0.184,0.098,13.22,14.95,16.67,18.64,0,0.0
2014-11-11 23:00:00,0.33711111111111114,0.271,0.184,0.098,12.49,14.34,16.42,18.68,0,0.0
2014-11-12 00:00:00,0.33622222222222226,0.27,0.184,0.098,11.86,13.79,16.15,18.71,0,0.0
2014-11-12 01:00:00,0.33533333333333337,0.2692,0.184,0.098,11.28,13.27,15.86,18.73,0,0.0
2014-11-12 02:00:00,0.3344444444444445,0.2684,0.184,0.098,10.75,12.78,15.57,18.74,0,0.0
2014-11-12 03:00:00,0.33355555555555555,0.2676,0.184,0.098,10.24,12.33,15.28,18.74,0,0.0
2014-11-12 04:00:00,0.33266666666666667,0.26680000000000004,0.183,0.098,9.78,11.9,14.99,18.74,0,0.0
2014-11-12 05:00:00,0.3317777777777778,0.266,0.183,0.098,9.32,11.48,14.7,18.73,0,0.0
2014-11-12 06:00:00,0.3308888888888889,0.265,0.182,0.098,8.9,11.09,14.42,18.7,0,0.0
2014-11-12 07:00:00,0.33,0.2645,0.182,0.098,8.48,10.7,14.14,18.68,0,0.0
2014-11-12 08:00:00,0.329,0.264,0.182,0.098,8.09,10.33,13.86,18.64,0,0.0
2014-11-12 09:00:00,0.32833333333333337,0.263,0.182,0.098,7.72,9.97,13.59,18.6,0,0.0
2014-11-12 10:00:00,0.32766666666666666,0.2625,0.182,0.098,7.52,9.65,13.31,18.57,0,0.0
2014-11-12 11:00:00,0.327,0.262,0.181,0.097,8.08,9.54,13.05,18.51,0,0.0
2014-11-12 12:00:00,0.329,0.263,0.181,0.097,10.04,10.05,12.84,18.45,0,0.0
2014-11-12 13:00:00,0.332,0.2645,0.181,0.097,12.35,11.12,12.78,18.38,0,0.0
2014-11-12 14:00:00,0.3355,0.266,0.181,0.097,14.48,12.43,12.94,18.32,0,0.0
2014-11-12 15:00:00,0.339,0.267,0.181,0.097,16.3,13.77,13.25,18.25,0,0.0
2014-11-12 16:00:00,0.34,0.269,0.181,0.097,16.85,14.83,13.7,18.18,0,0.0
2014-11-12 17:00:00,0.339,0.269,0.181,0.097,15.94,15.12,14.16,18.1,0,0.0
2014-11-12 18:00:00,0.339,0.269,0.181,0.097,15.08,14.95,14.51,18.04,0,0.0
2014-11-12 19:00:00,0.338,0.269,0.182,0.097,14.25,14.62,14.71,17.98,0,0.0
2014-11-12 20:00:00,0.337125,0.268,0.182,0.097,13.41,14.2,14.79,17.93,0,0.0
2014-11-12 21:00:00,0.33625000000000005,0.268,0.182,0.097,12.63,13.72,14.78,17.89,0,0.0
2014-11-12 22:00:00,0.33537500000000003,0.267,0.181,0.097,12.05,13.27,14.7,17.86,0,0.0
2014-11-12 23:00:00,0.3345,0.267,0.181,0.097,11.54,12.85,14.56,17.84,0,0.0
2014-11-13 00:00:00,0.333625,0.266,0.181,0.097,11.04,12.47,14.4,17.82,0,0.0
2014-11-13 01:00:00,0.33275,0.266,0.181,0.097,10.56,12.09,14.22,17.8,0,0.0
2014-11-13 02:00:00,0.33187500000000003,0.265,0.18,0.097,10.13,11.71,14.03,17.78,0,0.0
2014-11-13 03:00:00,0.331,0.2645,0.18,0.097,9.71,11.36,13.82,17.78,0,0.0
2014-11-13 04:00:00,0.33,0.264,0.18,0.097,9.3,11.01,13.62,17.74,0,0.0
2014-11-13 05:00:00,0.32933333333333337,0.263,0.18,0.097,8.88,10.65,13.42,17.73,0,0.0
2014-11-13 06:00:00,0.32866666666666666,0.2625,0.18,0.097,8.5,10.32,13.2,17.7,0,0.0
2014-11-13 07:00:00,0.328,0.262,0.18,0.097,8.18,10.0,12.98,17.66,0,0.0
2014-11-13 08:00:00,0.327,0.261,0.179,0.097,7.89,9.7,12.75,17.63,0,0.0
2014-11-13 09:00:00,0.327,0.261,0.179,0.097,7.64,9.44,12.54,17.59,0,0.0
2014-11-13 10:00:00,0.326,0.26,0.179,0.097,7.47,9.21,12.33,17.55,0,0.0
2014-11-13 11:00:00,0.326,0.26,0.179,0.096,7.76,9.11,12.13,17.5,0,0.0
2014-11-13 12:00:00,0.327,0.26,0.179,0.096,8.69,9.31,11.96,17.45,0,0.0
2014-11-13 13:00:00,0.32833333333333337,0.261,0.179,0.096,9.78,9.82,11.88,17.4,0,0.0
2014-11-13 14:00:00,0.32966666666666666,0.261,0.179,0.096,10.76,10.41,11.91,17.34,0,0.0
2014-11-13 15:00:00,0.331,0.262,0.179,0.096,11.65,11.04,12.01,17.29,0,0.0
2014-11-13 16:00:00,0.332,0.262,0.178,0.096,12.22,11.58,12.18,17.22,0,0.0
2014-11-13 17:00:00,0.332,0.263,0.178,0.096,12.6,12.02,12.39,17.17,0,0.0
2014-11-13 18:00:00,0.332,0.263,0.178,0.096,12.45,12.26,12.59,17.1,0,0.0
2014-11-13 19:00:00,0.331,0.263,0.178,0.096,11.82,12.19,12.77,17.05,0,0.0
2014-11-13 20:00:00,0.3301,0.263,0.178,0.096,10.91,11.87,12.87,17.0,0,0.0
2014-11-13 21:00:00,0.3292,0.262,0.178,0.096,9.93,11.35,12.86,16.94,0,0.0
2014-11-13 22:00:00,0.32830000000000004,0.262,0.178,0.096,9.08,10.77,12.78,16.92,0,0.0
2014-11-13 23:00:00,0.3274,0.261,0.178,0.096,8.35,10.21,12.61,16.87,0,0.0
2014-11-14 00:00:00,0.3265,0.2605,0.178,0.096,7.74,9.71,12.4,16.85,0,0.0
2014-11-14 01:00:00,0.3256,0.26,0.178,0.096,7.17,9.24,12.15,16.82,0,0.0
2014-11-14 02:00:00,0.3247,0.259,0.177,0.096,6.69,8.8,11.91,16.79,0,0.0
2014-11-14 03:00:00,0.32380000000000003,0.25833333333333336,0.177,0.096,6.28,8.39,11.66,16.75,0,0.0
2014-11-14 04:00:00,0.3229,0.25766666666666665,0.177,0.096,6.24,8.1,11.4,16.73,0,0.0
2014-11-14 05:00:00,0.322,0.257,0.176,0.096,6.33,7.97,11.18,16.69,0,0.0
2014-11-14 06:00:00,0.322,0.257,0.177,0.096,6.36,7.91,10.98,16.65,0,0.0
2014-11-14 07:00:00,0.322,0.257,0.177,0.096,6.31,7.83,10.82,16.6,0,0.0
2014-11-14 08:00:00,0.322,0.257,0.177,0.096,6.24,7.74,10.69,16.54,0,0.0
2014-11-14 09:00:00,0.322,0.257,0.177,0.096,6.17,7.64,10.55,16.49,0,0.0
2014-11-14 10:00:00,0.322,0.256,0.176,0.095,6.25,7.58,10.44,16.44,0,0.0
2014-11-14 11:00:00,0.322,0.256,0.176,0.095,6.68,7.66,10.33,16.38,0,0.0
2014-11-14 12:00:00,0.323,0.257,0.176,0.095,7.53,7.95,10.27,16.33,0,0.0
2014-11-14 13:00:00,0.3245,0.257,0.176,0.095,8.51,8.45,10.27,16.26,0,0.0
2014-11-14 14:00:00,0.326,0.258,0.176,0.095,9.84,9.13,10.36,16.2,0,0.0
2014-11-14 15:00:00,0.32766666666666666,0.25880000000000003,0.176,0.095,11.28,10.02,10.53,16.13,0,0.0
2014-11-14 16:00:00,0.32933333333333337,0.2596,0.176,0.095,12.45,10.94,10.8,16.09,0,0.0
2014-11-14 17:00:00,0.331,0.2604,0.176,0.096,12.9,11.68,11.14,16.02,0,0.0
2014-11-14 18:00:00,0.331,0.2612,0.176,0.096,12.6,11.99,11.5,15.96,0,0.0
2014-11-14 19:00:00,0.33,0.262,0.176,0.096,11.99,11.97,11.79,15.91,0,0.0
2014-11-14 20:00:00,0.32925000000000004,0.261,0.176,0.096,11.24,11.7,11.99,15.87,0,0.0
2014-11-14 21:00:00,0.3285,0.261,0.176,0.095,10.59,11.35,12.08,15.83,0,0.0
2014-11-14 22:00:00,0.32775,0.261,0.176,0.095,10.1,11.0,12.07,15.8,0,0.0
2014-11-14 23:00:00,0.327,0.26,0.176,0.095,9.71,10.7,12.02,15.78,0,0.0
2014-11-15 00:00:00,0.326,0.26,0.176,0.095,9.41,10.45,11.94,15.76,0,0.0
2014-11-15 01:00:00,0.326,0.259,0.176,0.094,9.15,10.23,11.86,15.76,0,0.0
2014-11-15 02:00:00,0.325,0.259,0.176,0.094,8.93,10.01,11.76,15.74,0,0.0
2014-11-15 03:00:00,0.325,0.259,0.176,0.094,8.69,9.81,11.66,15.73,0,0.0
2014-11-15 04:00:00,0.324,0.258,0.176,0.094,8.2,9.55,11.55,15.73,0,0.0
2014-11-15 05:00:00,0.3235,0.258,0.175,0.094,7.69,9.22,11.42,15.71,0,0.0
2014-11-15 06:00:00,0.323,0.257,0.175,0.094,7.56,8.92,11.27,15.7,0,0.0
2014-11-15 07:00:00,0.323,0.257,0.175,0.094,7.62,8.81,11.12,15.68,0,0.0
2014-11-15 08:00:00,0.323,0.257,0.175,0.094,7.62,8.75,10.99,15.66,0,0.0
2014-11-15 09:00:00,0.323,0.257,0.175,0.094,7.69,8.71,10.89,15.64,0,0.0
2014-11-15 10:00:00,0.323,0.257,0.175,0.094,7.9,8.72,10.81,15.61,0,0.0
2014-11-15 11:00:00,0.323,0.257,0.174,0.094,8.46,8.89,10.74,15.59,0,0.0
2014-11-15 12:00:00,0.324,0.257,0.174,0.094,9.29,9.26,10.73,15.56,0,0.0
2014-11-15 13:00:00,0.32533333333333336,0.258,0.174,0.094,10.18,9.77,10.78,15.53,0,0.0
2014-11-15 14:00:00,0.32666666666666666,0.2585,0.174,0.094,10.95,10.33,10.9,15.49,0,0.0
2014-11-15 15:00:00,0.328,0.259,0.174,0.094,11.65,10.87,11.09,15.46,0,0.0
2014-11-15 16:00:00,0.328,0.26,0.174,0.094,12.18,11.38,11.31,15.43,0,0.0
2014-11-15 17:00:00,0.329,0.2605,0.174,0.094,12.52,11.79,11.56,15.4,0,0.0
2014-11-15 18:00:00,0.329,0.261,0.174,0.094,12.61,12.08,11.79,15.37,0,0.0
2014-11-15 19:00:00,0.329,0.261,0.175,0.094,12.47,12.19,12.0,15.34,0,0.0
2014-11-15 20:00:00,0.329,0.261,0.175,0.094,12.16,12.17,12.17,15.31,0,0.0
