ID,Latitude,Longitude,Date,DAYMET_Region,DAYMET_004_Line_Y_1000,DAYMET_004_Sample_X_1000,DAYMET_004_prcp,DAYMET_004_tmax,DAYMET_004_tmin
TXS01,30.42047,-98.80332,2024-01-01,na,6272.0,4673.0,0.0,13.54,0.5
TXS01,30.42047,-98.80332,2024-01-02,na,6272.0,4673.0,16.2199993,9.1400003,1.17
TXS01,30.42047,-98.80332,2024-01-03,na,6272.0,4673.0,0.0,9.0799999,3.71
TXS01,30.42047,-98.80332,2024-01-04,na,6272.0,4673.0,8.29,10.1300001,4.6500001
TXS01,30.42047,-98.80332,2024-01-05,na,6272.0,4673.0,0.0,15.3100004,4.04
TXS01,30.42047,-98.80332,2024-01-06,na,6272.0,4673.0,0.0,16.6900005,-0.25
TXS01,30.42047,-98.80332,2024-01-07,na,6272.0,4673.0,4.8299999,16.5300007,-1.58
TXS01,30.42047,-98.80332,2024-01-08,na,6272.0,4673.0,10.8599997,16.4699993,3.21
TXS01,30.42047,-98.80332,2024-01-09,na,6272.0,4673.0,0.0,12.6300001,-0.09
TXS01,30.42047,-98.80332,2024-01-10,na,6272.0,4673.0,0.0,18.0599995,-1.37
TXS01,30.42047,-98.80332,2024-01-11,na,6272.0,4673.0,0.0,21.3700008,0.21
TXS01,30.42047,-98.80332,2024-01-12,na,6272.0,4673.0,0.0,14.71,0.07
TXS01,30.42047,-98.80332,2024-01-13,na,6272.0,4673.0,0.0,13.6899996,-3.03
TXS01,30.42047,-98.80332,2024-01-14,na,6272.0,4673.0,0.0,0.01,-9.3599997
TXS01,30.42047,-98.80332,2024-01-15,na,6272.0,4673.0,0.0,-5.6599998,-10.9799995
TXS01,30.42047,-98.80332,2024-01-16,na,6272.0,4673.0,0.0,-0.88,-11.1999998
TXS01,30.42047,-98.80332,2024-01-17,na,6272.0,4673.0,0.0,8.3299999,-11.5500002
TXS01,30.42047,-98.80332,2024-01-18,na,6272.0,4673.0,0.0,20.4300003,-4.1900001
TXS01,30.42047,-98.80332,2024-01-19,na,6272.0,4673.0,0.0,7.77,-4.0500002
TXS01,30.42047,-98.80332,2024-01-20,na,6272.0,4673.0,0.0,4.8200002,-6.3200002
TXS01,30.42047,-98.80332,2024-01-21,na,6272.0,4673.0,8.1000004,6.5500002,-1.92
TXS01,30.42047,-98.80332,2024-01-22,na,6272.0,4673.0,4.1999998,16.3799992,0.65
TXS01,30.42047,-98.80332,2024-01-23,na,6272.0,4673.0,0.58,16.4200001,9.1300001
TXS01,30.42047,-98.80332,2024-01-24,na,6272.0,4673.0,4.1999998,13.7200003,9.71
TXS01,30.42047,-98.80332,2024-01-25,na,6272.0,4673.0,0.0,18.8799992,6.79
TXS01,30.42047,-98.80332,2024-01-26,na,6272.0,4673.0,0.0,19.0200005,8.1300001
TXS01,30.42047,-98.80332,2024-01-27,na,6272.0,4673.0,0.0,16.2999992,6.1799998
TXS01,30.42047,-98.80332,2024-01-28,na,6272.0,4673.0,0.0,18.0,1.39
TXS01,30.42047,-98.80332,2024-01-29,na,6272.0,4673.0,0.0,19.9799995,1.67
TXS01,30.42047,-98.80332,2024-01-30,na,6272.0,4673.0,0.0,21.1900005,3.28
TXS01,30.42047,-98.80332,2024-01-31,na,6272.0,4673.0,0.0,22.0699997,2.74
TXS01,30.42047,-98.80332,2024-02-01,na,6272.0,4673.0,0.0,20.4799995,5.5
TXS01,30.42047,-98.80332,2024-02-02,na,6272.0,4673.0,7.2199998,18.0200005,11.0799999
TXS01,30.42047,-98.80332,2024-02-03,na,6272.0,4673.0,0.0,19.4599991,8.6199999
TXS01,30.42047,-98.80332,2024-02-04,na,6272.0,4673.0,0.0,18.0400009,8.1700001
TXS01,30.42047,-98.80332,2024-02-05,na,6272.0,4673.0,0.0,16.7299995,7.1900001
TXS01,30.42047,-98.80332,2024-02-06,na,6272.0,4673.0,0.0,18.6900005,2.04
TXS01,30.42047,-98.80332,2024-02-07,na,6272.0,4673.0,0.0,18.7999992,5.6300001
TXS01,30.42047,-98.80332,2024-02-08,na,6272.0,4673.0,0.0,19.7700005,9.3000002
TXS01,30.42047,-98.80332,2024-02-09,na,6272.0,4673.0,18.0499992,21.9400005,11.1400003
TXS01,30.42047,-98.80332,2024-02-10,na,6272.0,4673.0,14.5,16.8400002,12.4200001
TXS01,30.42047,-98.80332,2024-02-11,na,6272.0,4673.0,0.0,14.0900002,5.9299998
TXS01,30.42047,-98.80332,2024-02-12,na,6272.0,4673.0,0.0,13.9099998,2.2
TXS01,30.42047,-98.80332,2024-02-13,na,6272.0,4673.0,0.0,18.1000004,0.02
TXS01,30.42047,-98.80332,2024-02-14,na,6272.0,4673.0,0.0,17.0599995,2.9200001
TXS01,30.42047,-98.80332,2024-02-15,na,6272.0,4673.0,0.0,19.2999992,8.5799999
TXS01,30.42047,-98.80332,2024-02-16,na,6272.0,4673.0,0.0,20.8899994,7.71
TXS01,30.42047,-98.80332,2024-02-17,na,6272.0,4673.0,0.0,8.0100002,0.36
TXS01,30.42047,-98.80332,2024-02-18,na,6272.0,4673.0,0.0,12.3400002,-3.24
TXS01,30.42047,-98.80332,2024-02-19,na,6272.0,4673.0,0.0,20.3999996,-0.7
TXS01,30.42047,-98.80332,2024-02-20,na,6272.0,4673.0,0.0,25.8799992,3.21
TXS01,30.42047,-98.80332,2024-02-21,na,6272.0,4673.0,0.0,25.7000008,7.9699998
TXS01,30.42047,-98.80332,2024-02-22,na,6272.0,4673.0,0.0,27.1299992,12.1700001
TXS01,30.42047,-98.80332,2024-02-23,na,6272.0,4673.0,0.0,22.4200001,8.7299995
TXS01,30.42047,-98.80332,2024-02-24,na,6272.0,4673.0,0.0,24.2099991,5.02
TXS01,30.42047,-98.80332,2024-02-25,na,6272.0,4673.0,0.0,29.3700008,10.1300001
TXS01,30.42047,-98.80332,2024-02-26,na,6272.0,4673.0,0.0,32.2900009,10.9300003
TXS01,30.42047,-98.80332,2024-02-27,na,6272.0,4673.0,0.0,28.1000004,14.8999996
TXS01,30.42047,-98.80332,2024-02-28,na,6272.0,4673.0,0.0,19.0100002,6.3899999
TXS01,30.42047,-98.80332,2024-02-29,na,6272.0,4673.0,0.0,9.0299997,2.47
TXS01,30.42047,-98.80332,2024-03-01,na,6272.0,4673.0,0.0,25.5400009,-0.28
TXS01,30.42047,-98.80332,2024-03-02,na,6272.0,4673.0,0.0,27.9500008,5.1900001
TXS01,30.42047,-98.80332,2024-03-03,na,6272.0,4673.0,0.0,25.3899994,11.0
TXS01,30.42047,-98.80332,2024-03-04,na,6272.0,4673.0,0.0,25.6599998,13.2700005
TXS01,30.42047,-98.80332,2024-03-05,na,6272.0,4673.0,0.0,28.5400009,11.3199997
TXS01,30.42047,-98.80332,2024-03-06,na,6272.0,4673.0,0.0,28.0300007,9.2299995
TXS01,30.42047,-98.80332,2024-03-07,na,6272.0,4673.0,4.1300001,21.5900002,14.3800001
TXS01,30.42047,-98.80332,2024-03-08,na,6272.0,4673.0,0.0,24.0200005,9.3800001
TXS01,30.42047,-98.80332,2024-03-09,na,6272.0,4673.0,0.0,15.54,4.8499999
TXS01,30.42047,-98.80332,2024-03-10,na,6272.0,4673.0,0.0,17.6599998,2.6400001
TXS01,30.42047,-98.80332,2024-03-11,na,6272.0,4673.0,0.0,21.3400002,6.1300001
TXS01,30.42047,-98.80332,2024-03-12,na,6272.0,4673.0,0.0,23.3199997,10.1599998
TXS01,30.42047,-98.80332,2024-03-13,na,6272.0,4673.0,0.0,27.6599998,14.54
TXS01,30.42047,-98.80332,2024-03-14,na,6272.0,4673.0,0.0,26.0100002,17.5300007
TXS01,30.42047,-98.80332,2024-03-15,na,6272.0,4673.0,1.3200001,20.7900009,16.3600006
TXS01,30.42047,-98.80332,2024-03-16,na,6272.0,4673.0,4.6100001,19.75,13.1300001
TXS01,30.42047,-98.80332,2024-03-17,na,6272.0,4673.0,7.8299999,16.1399994,12.29
TXS01,30.42047,-98.80332,2024-03-18,na,6272.0,4673.0,0.0,16.7900009,8.6899996
TXS01,30.42047,-98.80332,2024-03-19,na,6272.0,4673.0,0.0,17.9400005,6.52
TXS01,30.42047,-98.80332,2024-03-20,na,6272.0,4673.0,0.0,18.8799992,5.8499999
TXS01,30.42047,-98.80332,2024-03-21,na,6272.0,4673.0,12.7200003,19.5799999,8.9799995
TXS01,30.42047,-98.80332,2024-03-22,na,6272.0,4673.0,0.0,23.4500008,9.0699997
TXS01,30.42047,-98.80332,2024-03-23,na,6272.0,4673.0,0.0,21.8899994,7.8600001
TXS01,30.42047,-98.80332,2024-03-24,na,6272.0,4673.0,6.1199999,20.75,10.79
TXS01,30.42047,-98.80332,2024-03-25,na,6272.0,4673.0,0.0,22.1800003,10.6599998
TXS01,30.42047,-98.80332,2024-03-26,na,6272.0,4673.0,0.0,19.4899998,3.75
TXS01,30.42047,-98.80332,2024-03-27,na,6272.0,4673.0,0.74,19.8899994,5.1700001
TXS01,30.42047,-98.80332,2024-03-28,na,6272.0,4673.0,0.0,23.6499996,4.4400001
TXS01,30.42047,-98.80332,2024-03-29,na,6272.0,4673.0,0.0,24.0400009,9.9300003
TXS01,30.42047,-98.80332,2024-03-30,na,6272.0,4673.0,0.0,22.0400009,14.4899998
TXS01,30.42047,-98.80332,2024-03-31,na,6272.0,4673.0,0.0,23.7999992,16.7399998
TXS01,30.42047,-98.80332,2024-04-01,na,6272.0,4673.0,0.81,27.2800007,16.7000008
TXS01,30.42047,-98.80332,2024-04-02,na,6272.0,4673.0,0.0,20.6399994,10.0299997
TXS01,30.42047,-98.80332,2024-04-03,na,6272.0,4673.0,0.0,24.8199997,4.7199998
TXS01,30.42047,-98.80332,2024-04-04,na,6272.0,4673.0,0.0,28.6499996,5.6300001
TXS01,30.42047,-98.80332,2024-04-05,na,6272.0,4673.0,0.0,28.2099991,9.4099998
TXS01,30.42047,-98.80332,2024-04-06,na,6272.0,4673.0,0.0,26.0,12.8800001
TXS01,30.42047,-98.80332,2024-04-07,na,6272.0,4673.0,0.0,26.4500008,13.1899996
TXS01,30.42047,-98.80332,2024-04-08,na,6272.0,4673.0,0.0,25.4099998,12.0900002
TXS01,30.42047,-98.80332,2024-04-09,na,6272.0,4673.0,11.8000002,29.0799999,16.2700005
TXS01,30.42047,-98.80332,2024-04-10,na,6272.0,4673.0,0.0,21.2299995,10.21
TXS01,30.42047,-98.80332,2024-04-11,na,6272.0,4673.0,0.0,24.9300003,8.1499996
TXS01,30.42047,-98.80332,2024-04-12,na,6272.0,4673.0,0.0,27.0699997,8.9300003
TXS01,30.42047,-98.80332,2024-04-13,na,6272.0,4673.0,0.0,27.1800003,11.6999998
